hshd_num,l,age_range,marital,income_range,homeowner,hshd_composition,hh_size,children
4885,Y,55-64,Married,50-74K,Renter,2 Adults and Kids,3,1
0030,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
0222,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
0233,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
0244,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
0340,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
0453,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
0731,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
0741,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
0916,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
1104,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
1143,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
1157,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
1260,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
1273,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
1544,Y,55-64,Unknown,75-99K,Homeowner,2 Adults and Kids,3,1
1566,N,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
1583,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
1668,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
1815,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
1921,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
2209,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
2225,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
2256,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
2460,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
2477,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
2645,Y,55-64,Married,75-99K,Renter,2 Adults and Kids,3,1
2714,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
2769,Y,55-64,Unknown,75-99K,Homeowner,2 Adults and Kids,3,1
2852,N,55-64,Married,75-99K,Unknown,2 Adults and Kids,3,1
2858,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
2977,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
3082,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
3098,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
3160,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
3199,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
3303,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
3321,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
3548,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
3554,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
3578,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
3644,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
3668,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
3790,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
3919,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
4049,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
4088,Y,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
4226,N,55-64,Married,75-99K,Homeowner,2 Adults and Kids,3,1
0007,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
0204,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
0271,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
0297,N,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
0331,Y,55-64,Married,100-150K,Renter,2 Adults and Kids,3,1
0425,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
0477,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
0513,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
0618,N,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
0726,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
0804,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
0820,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
1043,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
1170,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
1194,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
1508,N,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
1510,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
1555,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
1582,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
1597,Y,55-64,Married,100-150K,Renter,2 Adults and Kids,3,1
1746,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
1835,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
2113,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
2299,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
2351,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
2354,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
2436,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
2463,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
2493,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
2939,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
3050,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
3107,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
3134,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
3270,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
3346,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
3370,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
3456,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
3487,N,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
3504,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
3547,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
3609,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
3619,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
3657,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
3677,N,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
3798,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
3816,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
3863,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
4009,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
4035,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
4219,Y,55-64,Married,100-150K,Renter,2 Adults and Kids,3,1
4738,Y,55-64,Married,100-150K,Homeowner,2 Adults and Kids,3,1
4815,N,55-64,Married,100-150K,Renter,2 Adults and Kids,3,1
0201,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0442,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0511,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0619,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0663,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0703,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0704,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0712,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0735,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0839,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0964,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1208,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1341,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1380,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1924,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
2432,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
2440,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
2639,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
2966,Y,55-64,Married,UNDER 35K,Renter,2 Adults and Kids,3,1
2967,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
3777,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
3827,N,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
4261,Y,55-64,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0044,Y,65-74,Married,150K+,Homeowner,2 Adults and Kids,3,1
0084,Y,65-74,Married,150K+,Homeowner,2 Adults and Kids,3,1
0940,Y,65-74,Married,150K+,Homeowner,2 Adults and Kids,3,1
1778,Y,65-74,Married,150K+,Homeowner,2 Adults and Kids,3,1
2969,Y,65-74,Married,150K+,Homeowner,2 Adults and Kids,3,1
3756,N,65-74,Married,150K+,Homeowner,2 Adults and Kids,3,1
0289,Y,65-74,Married,35-49K,Homeowner,2 Adults and Kids,3,1
0460,Y,65-74,Married,35-49K,Homeowner,2 Adults and Kids,3,1
0539,Y,65-74,Married,35-49K,Homeowner,2 Adults and Kids,3,1
0606,Y,65-74,Married,35-49K,Homeowner,2 Adults and Kids,3,1
1071,Y,65-74,Married,35-49K,Homeowner,2 Adults and Kids,3,1
1090,Y,65-74,Married,35-49K,Homeowner,2 Adults and Kids,3,1
1265,N,65-74,Married,35-49K,Homeowner,2 Adults and Kids,3,1
1631,Y,65-74,Married,35-49K,Homeowner,2 Adults and Kids,3,1
1643,Y,65-74,Married,35-49K,Homeowner,2 Adults and Kids,3,1
2058,Y,65-74,Unknown,35-49K,Homeowner,2 Adults and Kids,3,1
2244,Y,65-74,Married,35-49K,Homeowner,2 Adults and Kids,3,1
2380,Y,65-74,Married,35-49K,Homeowner,2 Adults and Kids,3,1
2737,Y,65-74,Married,35-49K,Homeowner,2 Adults and Kids,3,1
3012,Y,65-74,Married,35-49K,Homeowner,2 Adults and Kids,3,1
3216,Y,65-74,Married,35-49K,Homeowner,2 Adults and Kids,3,1
3538,Y,65-74,Married,35-49K,Homeowner,2 Adults and Kids,3,1
3555,Y,65-74,Married,35-49K,Homeowner,2 Adults and Kids,3,1
0147,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
0343,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
0502,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
0768,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
0801,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
1112,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
1618,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
2083,N,65-74,Married,50-74K,Unknown,2 Adults and Kids,3,1
2194,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
2561,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
2823,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
2885,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
2899,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
3311,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
3384,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
3403,N,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
3486,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
3542,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
3594,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
4052,Y,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
4107,N,65-74,Married,50-74K,Homeowner,2 Adults and Kids,3,1
0458,Y,65-74,Married,75-99K,Homeowner,2 Adults and Kids,3,1
1145,Y,65-74,Married,75-99K,Homeowner,2 Adults and Kids,3,1
1399,N,65-74,Married,75-99K,Homeowner,2 Adults and Kids,3,1
1970,Y,65-74,Married,75-99K,Homeowner,2 Adults and Kids,3,1
2551,Y,65-74,Married,75-99K,Homeowner,2 Adults and Kids,3,1
2603,N,65-74,Married,75-99K,Homeowner,2 Adults and Kids,3,1
3201,Y,65-74,Unknown,75-99K,Homeowner,2 Adults and Kids,3,1
3275,Y,65-74,Married,75-99K,Homeowner,2 Adults and Kids,3,1
3590,N,65-74,Married,75-99K,Homeowner,2 Adults and Kids,3,1
4020,Y,65-74,Married,75-99K,Homeowner,2 Adults and Kids,3,1
4050,Y,65-74,Married,75-99K,Homeowner,2 Adults and Kids,3,1
1604,Y,65-74,Married,100-150K,Homeowner,2 Adults and Kids,3,1
1634,Y,65-74,Married,100-150K,Homeowner,2 Adults and Kids,3,1
2560,Y,65-74,Married,100-150K,Homeowner,2 Adults and Kids,3,1
4648,N,65-74,Married,100-150K,Homeowner,2 Adults and Kids,3,1
4761,Y,65-74,Married,100-150K,Unknown,2 Adults and Kids,3,1
0221,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0275,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0335,N,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0420,N,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0554,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0702,N,65-74,Unknown,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0740,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0744,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0824,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0851,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0872,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0959,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
0984,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1046,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1115,N,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1144,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1147,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1166,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1244,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1295,N,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1375,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1429,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1466,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1497,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1690,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1769,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1777,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1902,N,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
1942,Y,65-74,Married,UNDER 35K,Unknown,2 Adults and Kids,3,1
2296,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
2449,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
2523,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
2604,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
2614,N,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
2635,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
2700,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
2718,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
2798,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
3117,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
3288,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
3457,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
3460,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
3629,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
3844,Y,65-74,Married,UNDER 35K,Renter,2 Adults and Kids,3,1
3950,N,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
4039,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
4125,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
4168,Y,65-74,Unknown,UNDER 35K,Homeowner,2 Adults and Kids,3,1
4277,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
4307,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
4421,N,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
4941,Y,65-74,Married,UNDER 35K,Homeowner,2 Adults and Kids,3,1
3051,Y,75+,Married,35-49K,Homeowner,2 Adults and Kids,4,2
0723,N,75+,Married,50-74K,Homeowner,2 Adults and Kids,4,2
3494,Y,75+,Married,100-150K,Homeowner,2 Adults and Kids,4,2
0865,N,75+,Married,UNDER 35K,Homeowner,2 Adults and Kids,4,2
1683,Y,75+,Unknown,UNDER 35K,Homeowner,2 Adults and Kids,4,2
3879,Y,75+,Married,UNDER 35K,Homeowner,2 Adults and Kids,4,2
3945,Y,75+,Married,UNDER 35K,Homeowner,2 Adults and Kids,4,2
3946,Y,75+,Married,UNDER 35K,Homeowner,2 Adults and Kids,4,2
2719,Y,19-24,Married,50-74K,Homeowner,2 Adults and Kids,4,2
0152,Y,25-34,Married,35-49K,Homeowner,2 Adults and Kids,4,2
3001,Y,25-34,Unknown,35-49K,Renter,2 Adults and Kids,4,2
4923,Y,25-34,Married,35-49K,Homeowner,2 Adults and Kids,4,2
2319,Y,25-34,Married,50-74K,Homeowner,2 Adults and Kids,4,2
2472,Y,25-34,Married,50-74K,Homeowner,2 Adults and Kids,4,2
2986,Y,25-34,Married,50-74K,Unknown,2 Adults and Kids,4,2
3263,Y,25-34,Married,50-74K,Homeowner,2 Adults and Kids,4,2
1075,Y,25-34,Married,75-99K,Homeowner,2 Adults and Kids,4,2
4309,Y,25-34,Married,75-99K,Renter,2 Adults and Kids,4,2
4423,Y,25-34,Married,75-99K,Homeowner,2 Adults and Kids,4,2
2627,Y,25-34,Married,100-150K,Homeowner,2 Adults and Kids,4,2
3104,Y,25-34,Married,100-150K,Homeowner,2 Adults and Kids,4,2
3518,Y,25-34,Married,100-150K,Homeowner,2 Adults and Kids,4,2
2091,N,25-34,Married,UNDER 35K,Homeowner,2 Adults and Kids,4,2
0388,Y,35-44,Married,150K+,Homeowner,2 Adults and Kids,4,2
0683,Y,35-44,Unknown,150K+,Homeowner,2 Adults and Kids,4,2
1020,Y,35-44,Married,150K+,Homeowner,2 Adults and Kids,4,2
1098,Y,35-44,Married,150K+,Homeowner,2 Adults and Kids,4,2
1585,Y,35-44,Married,150K+,Homeowner,2 Adults and Kids,4,2
1638,Y,35-44,Married,150K+,Homeowner,2 Adults and Kids,4,2
1807,N,35-44,Married,150K+,Homeowner,2 Adults and Kids,4,2
2814,N,35-44,Married,150K+,Homeowner,2 Adults and Kids,4,2
3174,Y,35-44,Married,150K+,Homeowner,2 Adults and Kids,4,2
3264,Y,35-44,Married,150K+,Homeowner,2 Adults and Kids,4,2
4249,N,35-44,Married,150K+,Homeowner,2 Adults and Kids,4,2
4670,Y,35-44,Married,150K+,Homeowner,2 Adults and Kids,4,2
0431,Y,35-44,Married,35-49K,Homeowner,2 Adults and Kids,4,2
1290,Y,35-44,Married,35-49K,Renter,2 Adults and Kids,4,2
1678,Y,35-44,Married,35-49K,Homeowner,2 Adults and Kids,4,2
2810,Y,35-44,Married,35-49K,Homeowner,2 Adults and Kids,4,2
3809,N,35-44,Married,35-49K,Homeowner,2 Adults and Kids,4,2
3914,Y,35-44,Married,35-49K,Homeowner,2 Adults and Kids,4,2
4053,Y,35-44,Married,35-49K,Homeowner,2 Adults and Kids,4,2
4210,Y,35-44,Unknown,35-49K,Unknown,2 Adults and Kids,4,2
4231,Y,35-44,Married,35-49K,Unknown,2 Adults and Kids,4,2
4806,Y,35-44,Married,35-49K,Unknown,2 Adults and Kids,4,2
0207,Y,35-44,Unknown,50-74K,Homeowner,2 Adults and Kids,4,2
0345,Y,35-44,Married,50-74K,Homeowner,2 Adults and Kids,4,2
0491,Y,35-44,Married,50-74K,Homeowner,2 Adults and Kids,4,2
0565,Y,35-44,Married,50-74K,Homeowner,2 Adults and Kids,4,2
0601,Y,35-44,Married,50-74K,Homeowner,2 Adults and Kids,4,2
0789,Y,35-44,Married,50-74K,Homeowner,2 Adults and Kids,4,2
0887,Y,35-44,Married,50-74K,Homeowner,2 Adults and Kids,4,2
1254,Y,35-44,Married,50-74K,Homeowner,2 Adults and Kids,4,2
1257,Y,35-44,Married,50-74K,Renter,2 Adults and Kids,4,2
1288,Y,35-44,Married,50-74K,Homeowner,2 Adults and Kids,4,2
1735,Y,35-44,Married,50-74K,Unknown,2 Adults and Kids,4,2
2132,Y,35-44,Married,50-74K,Homeowner,2 Adults and Kids,4,2
2424,Y,35-44,Married,50-74K,Unknown,2 Adults and Kids,4,2
3952,Y,35-44,Married,50-74K,Homeowner,2 Adults and Kids,4,2
4239,Y,35-44,Married,50-74K,Renter,2 Adults and Kids,4,2
4925,N,35-44,Married,50-74K,Homeowner,2 Adults and Kids,4,2
1339,Y,35-44,Married,75-99K,Homeowner,2 Adults and Kids,4,2
1362,Y,35-44,Married,75-99K,Unknown,2 Adults and Kids,4,2
1913,Y,35-44,Married,75-99K,Homeowner,2 Adults and Kids,4,2
2095,Y,35-44,Married,75-99K,Renter,2 Adults and Kids,4,2
2455,Y,35-44,Married,75-99K,Unknown,2 Adults and Kids,4,2
2544,Y,35-44,Married,75-99K,Homeowner,2 Adults and Kids,4,2
2811,Y,35-44,Unknown,75-99K,Renter,2 Adults and Kids,4,2
3367,Y,35-44,Married,75-99K,Homeowner,2 Adults and Kids,4,2
4581,Y,35-44,Unknown,75-99K,Homeowner,2 Adults and Kids,4,2
4608,Y,35-44,Unknown,75-99K,Unknown,2 Adults and Kids,4,2
1266,Y,35-44,Unknown,100-150K,Homeowner,2 Adults and Kids,4,2
1500,Y,35-44,Married,100-150K,Homeowner,2 Adults and Kids,4,2
1505,Y,35-44,Married,100-150K,Homeowner,2 Adults and Kids,4,2
1677,Y,35-44,Married,100-150K,Homeowner,2 Adults and Kids,4,2
1774,Y,35-44,Married,100-150K,Homeowner,2 Adults and Kids,4,2
1790,Y,35-44,Married,100-150K,Homeowner,2 Adults and Kids,4,2
1990,Y,35-44,Married,100-150K,Homeowner,2 Adults and Kids,4,2
2045,Y,35-44,Married,100-150K,Homeowner,2 Adults and Kids,4,2
2653,Y,35-44,Married,100-150K,Unknown,2 Adults and Kids,4,2
3116,Y,35-44,Married,100-150K,Unknown,2 Adults and Kids,4,2
3210,Y,35-44,Married,100-150K,Homeowner,2 Adults and Kids,4,2
3331,Y,35-44,Married,100-150K,Homeowner,2 Adults and Kids,4,2
3623,N,35-44,Married,100-150K,Homeowner,2 Adults and Kids,4,2
3703,Y,35-44,Married,100-150K,Homeowner,2 Adults and Kids,4,2
3799,Y,35-44,Married,100-150K,Homeowner,2 Adults and Kids,4,2
3977,Y,35-44,Married,100-150K,Homeowner,2 Adults and Kids,4,2
4256,Y,35-44,Married,100-150K,Unknown,2 Adults and Kids,4,2
4482,Y,35-44,Married,100-150K,Homeowner,2 Adults and Kids,4,2
4665,Y,35-44,Married,100-150K,Renter,2 Adults and Kids,4,2
0786,N,35-44,Married,UNDER 35K,Homeowner,2 Adults and Kids,4,2
1322,Y,35-44,Married,UNDER 35K,Homeowner,2 Adults and Kids,4,2
1755,Y,35-44,Married,UNDER 35K,Homeowner,2 Adults and Kids,4,2
1879,Y,35-44,Married,UNDER 35K,Homeowner,2 Adults and Kids,4,2
1931,Y,35-44,Married,UNDER 35K,Homeowner,2 Adults and Kids,4,2
2086,Y,35-44,Married,UNDER 35K,Renter,2 Adults and Kids,4,2
2099,Y,35-44,Married,UNDER 35K,Renter,2 Adults and Kids,4,2
2500,Y,35-44,Married,UNDER 35K,Homeowner,2 Adults and Kids,4,2
3365,Y,35-44,Married,UNDER 35K,Homeowner,2 Adults and Kids,4,2
0208,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
0438,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
0493,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
0790,Y,45-54,Married,150K+,Unknown,2 Adults and Kids,4,2
0909,N,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
1086,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
1108,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
1152,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
1276,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
1349,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
1584,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
1659,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
2015,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
2016,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
2098,Y,45-54,Married,150K+,Unknown,2 Adults and Kids,4,2
2412,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
2615,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
2987,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
3208,Y,45-54,Married,150K+,Unknown,2 Adults and Kids,4,2
3287,N,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
3447,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
3495,N,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
3642,Y,45-54,Unknown,150K+,Homeowner,2 Adults and Kids,4,2
4158,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
4513,Y,45-54,Married,150K+,Unknown,2 Adults and Kids,4,2
4747,Y,45-54,Married,150K+,Homeowner,2 Adults and Kids,4,2
0010,Y,45-54,Married,35-49K,Homeowner,2 Adults and Kids,4,2
0610,Y,45-54,Married,35-49K,Homeowner,2 Adults and Kids,4,2
0667,Y,45-54,Married,35-49K,Renter,2 Adults and Kids,4,2
